,sample_id,video_path,label,crush,ego,weather,timing,crush+ego
340,TRAIN_0340,./train/TRAIN_0340.mp4,0,0,-1,-1,-1,0
341,TRAIN_0341,./train/TRAIN_0341.mp4,7,1,0,0,0,2
342,TRAIN_0342,./train/TRAIN_0342.mp4,9,1,0,1,0,2
343,TRAIN_0343,./train/TRAIN_0343.mp4,11,1,0,2,0,2
344,TRAIN_0344,./train/TRAIN_0344.mp4,0,0,-1,-1,-1,0
345,TRAIN_0345,./train/TRAIN_0345.mp4,0,0,-1,-1,-1,0
346,TRAIN_0346,./train/TRAIN_0346.mp4,7,1,0,0,0,2
347,TRAIN_0347,./train/TRAIN_0347.mp4,11,1,0,2,0,2
348,TRAIN_0348,./train/TRAIN_0348.mp4,0,0,-1,-1,-1,0
349,TRAIN_0349,./train/TRAIN_0349.mp4,7,1,0,0,0,2
350,TRAIN_0350,./train/TRAIN_0350.mp4,0,0,-1,-1,-1,0
351,TRAIN_0351,./train/TRAIN_0351.mp4,0,0,-1,-1,-1,0
352,TRAIN_0352,./train/TRAIN_0352.mp4,2,1,1,0,1,1
353,TRAIN_0353,./train/TRAIN_0353.mp4,0,0,-1,-1,-1,0
354,TRAIN_0354,./train/TRAIN_0354.mp4,0,0,-1,-1,-1,0
355,TRAIN_0355,./train/TRAIN_0355.mp4,0,0,-1,-1,-1,0
356,TRAIN_0356,./train/TRAIN_0356.mp4,0,0,-1,-1,-1,0
357,TRAIN_0357,./train/TRAIN_0357.mp4,7,1,0,0,0,2
358,TRAIN_0358,./train/TRAIN_0358.mp4,0,0,-1,-1,-1,0
359,TRAIN_0359,./train/TRAIN_0359.mp4,0,0,-1,-1,-1,0
360,TRAIN_0360,./train/TRAIN_0360.mp4,0,0,-1,-1,-1,0
361,TRAIN_0361,./train/TRAIN_0361.mp4,0,0,-1,-1,-1,0
362,TRAIN_0362,./train/TRAIN_0362.mp4,0,0,-1,-1,-1,0
363,TRAIN_0363,./train/TRAIN_0363.mp4,0,0,-1,-1,-1,0
364,TRAIN_0364,./train/TRAIN_0364.mp4,0,0,-1,-1,-1,0
365,TRAIN_0365,./train/TRAIN_0365.mp4,0,0,-1,-1,-1,0
366,TRAIN_0366,./train/TRAIN_0366.mp4,7,1,0,0,0,2
367,TRAIN_0367,./train/TRAIN_0367.mp4,0,0,-1,-1,-1,0
368,TRAIN_0368,./train/TRAIN_0368.mp4,0,0,-1,-1,-1,0
369,TRAIN_0369,./train/TRAIN_0369.mp4,0,0,-1,-1,-1,0
370,TRAIN_0370,./train/TRAIN_0370.mp4,0,0,-1,-1,-1,0
371,TRAIN_0371,./train/TRAIN_0371.mp4,0,0,-1,-1,-1,0
372,TRAIN_0372,./train/TRAIN_0372.mp4,8,1,0,0,1,2
373,TRAIN_0373,./train/TRAIN_0373.mp4,5,1,1,2,0,1
374,TRAIN_0374,./train/TRAIN_0374.mp4,7,1,0,0,0,2
375,TRAIN_0375,./train/TRAIN_0375.mp4,2,1,1,0,1,1
376,TRAIN_0376,./train/TRAIN_0376.mp4,0,0,-1,-1,-1,0
377,TRAIN_0377,./train/TRAIN_0377.mp4,7,1,0,0,0,2
378,TRAIN_0378,./train/TRAIN_0378.mp4,0,0,-1,-1,-1,0
379,TRAIN_0379,./train/TRAIN_0379.mp4,0,0,-1,-1,-1,0
380,TRAIN_0380,./train/TRAIN_0380.mp4,7,1,0,0,0,2
381,TRAIN_0381,./train/TRAIN_0381.mp4,0,0,-1,-1,-1,0
382,TRAIN_0382,./train/TRAIN_0382.mp4,0,0,-1,-1,-1,0
383,TRAIN_0383,./train/TRAIN_0383.mp4,0,0,-1,-1,-1,0
384,TRAIN_0384,./train/TRAIN_0384.mp4,2,1,1,0,1,1
385,TRAIN_0385,./train/TRAIN_0385.mp4,1,1,1,0,0,1
386,TRAIN_0386,./train/TRAIN_0386.mp4,0,0,-1,-1,-1,0
387,TRAIN_0387,./train/TRAIN_0387.mp4,0,0,-1,-1,-1,0
388,TRAIN_0388,./train/TRAIN_0388.mp4,0,0,-1,-1,-1,0
389,TRAIN_0389,./train/TRAIN_0389.mp4,0,0,-1,-1,-1,0
390,TRAIN_0390,./train/TRAIN_0390.mp4,0,0,-1,-1,-1,0
391,TRAIN_0391,./train/TRAIN_0391.mp4,0,0,-1,-1,-1,0
392,TRAIN_0392,./train/TRAIN_0392.mp4,0,0,-1,-1,-1,0
393,TRAIN_0393,./train/TRAIN_0393.mp4,0,0,-1,-1,-1,0
394,TRAIN_0394,./train/TRAIN_0394.mp4,1,1,1,0,0,1
395,TRAIN_0395,./train/TRAIN_0395.mp4,0,0,-1,-1,-1,0
396,TRAIN_0396,./train/TRAIN_0396.mp4,1,1,1,0,0,1
397,TRAIN_0397,./train/TRAIN_0397.mp4,0,0,-1,-1,-1,0
398,TRAIN_0398,./train/TRAIN_0398.mp4,0,0,-1,-1,-1,0
399,TRAIN_0399,./train/TRAIN_0399.mp4,7,1,0,0,0,2
400,TRAIN_0400,./train/TRAIN_0400.mp4,1,1,1,0,0,1
401,TRAIN_0401,./train/TRAIN_0401.mp4,1,1,1,0,0,1
402,TRAIN_0402,./train/TRAIN_0402.mp4,7,1,0,0,0,2
403,TRAIN_0403,./train/TRAIN_0403.mp4,7,1,0,0,0,2
404,TRAIN_0404,./train/TRAIN_0404.mp4,1,1,1,0,0,1
405,TRAIN_0405,./train/TRAIN_0405.mp4,0,0,-1,-1,-1,0
406,TRAIN_0406,./train/TRAIN_0406.mp4,0,0,-1,-1,-1,0
407,TRAIN_0407,./train/TRAIN_0407.mp4,0,0,-1,-1,-1,0
408,TRAIN_0408,./train/TRAIN_0408.mp4,0,0,-1,-1,-1,0
409,TRAIN_0409,./train/TRAIN_0409.mp4,7,1,0,0,0,2
410,TRAIN_0410,./train/TRAIN_0410.mp4,0,0,-1,-1,-1,0
411,TRAIN_0411,./train/TRAIN_0411.mp4,11,1,0,2,0,2
412,TRAIN_0412,./train/TRAIN_0412.mp4,0,0,-1,-1,-1,0
413,TRAIN_0413,./train/TRAIN_0413.mp4,0,0,-1,-1,-1,0
414,TRAIN_0414,./train/TRAIN_0414.mp4,0,0,-1,-1,-1,0
415,TRAIN_0415,./train/TRAIN_0415.mp4,5,1,1,2,0,1
416,TRAIN_0416,./train/TRAIN_0416.mp4,0,0,-1,-1,-1,0
417,TRAIN_0417,./train/TRAIN_0417.mp4,0,0,-1,-1,-1,0
418,TRAIN_0418,./train/TRAIN_0418.mp4,0,0,-1,-1,-1,0
419,TRAIN_0419,./train/TRAIN_0419.mp4,1,1,1,0,0,1
420,TRAIN_0420,./train/TRAIN_0420.mp4,0,0,-1,-1,-1,0
421,TRAIN_0421,./train/TRAIN_0421.mp4,0,0,-1,-1,-1,0
422,TRAIN_0422,./train/TRAIN_0422.mp4,0,0,-1,-1,-1,0
423,TRAIN_0423,./train/TRAIN_0423.mp4,0,0,-1,-1,-1,0
424,TRAIN_0424,./train/TRAIN_0424.mp4,0,0,-1,-1,-1,0
425,TRAIN_0425,./train/TRAIN_0425.mp4,7,1,0,0,0,2
426,TRAIN_0426,./train/TRAIN_0426.mp4,0,0,-1,-1,-1,0
427,TRAIN_0427,./train/TRAIN_0427.mp4,0,0,-1,-1,-1,0
428,TRAIN_0428,./train/TRAIN_0428.mp4,0,0,-1,-1,-1,0
429,TRAIN_0429,./train/TRAIN_0429.mp4,0,0,-1,-1,-1,0
430,TRAIN_0430,./train/TRAIN_0430.mp4,0,0,-1,-1,-1,0
431,TRAIN_0431,./train/TRAIN_0431.mp4,0,0,-1,-1,-1,0
432,TRAIN_0432,./train/TRAIN_0432.mp4,0,0,-1,-1,-1,0
433,TRAIN_0433,./train/TRAIN_0433.mp4,7,1,0,0,0,2
434,TRAIN_0434,./train/TRAIN_0434.mp4,0,0,-1,-1,-1,0
435,TRAIN_0435,./train/TRAIN_0435.mp4,0,0,-1,-1,-1,0
436,TRAIN_0436,./train/TRAIN_0436.mp4,0,0,-1,-1,-1,0
437,TRAIN_0437,./train/TRAIN_0437.mp4,0,0,-1,-1,-1,0
438,TRAIN_0438,./train/TRAIN_0438.mp4,0,0,-1,-1,-1,0
439,TRAIN_0439,./train/TRAIN_0439.mp4,0,0,-1,-1,-1,0
440,TRAIN_0440,./train/TRAIN_0440.mp4,0,0,-1,-1,-1,0
441,TRAIN_0441,./train/TRAIN_0441.mp4,11,1,0,2,0,2
442,TRAIN_0442,./train/TRAIN_0442.mp4,0,0,-1,-1,-1,0
443,TRAIN_0443,./train/TRAIN_0443.mp4,0,0,-1,-1,-1,0
444,TRAIN_0444,./train/TRAIN_0444.mp4,0,0,-1,-1,-1,0
445,TRAIN_0445,./train/TRAIN_0445.mp4,0,0,-1,-1,-1,0
446,TRAIN_0446,./train/TRAIN_0446.mp4,0,0,-1,-1,-1,0
447,TRAIN_0447,./train/TRAIN_0447.mp4,0,0,-1,-1,-1,0
448,TRAIN_0448,./train/TRAIN_0448.mp4,0,0,-1,-1,-1,0
449,TRAIN_0449,./train/TRAIN_0449.mp4,0,0,-1,-1,-1,0
450,TRAIN_0450,./train/TRAIN_0450.mp4,0,0,-1,-1,-1,0
451,TRAIN_0451,./train/TRAIN_0451.mp4,0,0,-1,-1,-1,0
452,TRAIN_0452,./train/TRAIN_0452.mp4,0,0,-1,-1,-1,0
453,TRAIN_0453,./train/TRAIN_0453.mp4,0,0,-1,-1,-1,0
454,TRAIN_0454,./train/TRAIN_0454.mp4,0,0,-1,-1,-1,0
455,TRAIN_0455,./train/TRAIN_0455.mp4,0,0,-1,-1,-1,0
456,TRAIN_0456,./train/TRAIN_0456.mp4,7,1,0,0,0,2
457,TRAIN_0457,./train/TRAIN_0457.mp4,7,1,0,0,0,2
458,TRAIN_0458,./train/TRAIN_0458.mp4,0,0,-1,-1,-1,0
459,TRAIN_0459,./train/TRAIN_0459.mp4,0,0,-1,-1,-1,0
460,TRAIN_0460,./train/TRAIN_0460.mp4,0,0,-1,-1,-1,0
461,TRAIN_0461,./train/TRAIN_0461.mp4,7,1,0,0,0,2
462,TRAIN_0462,./train/TRAIN_0462.mp4,0,0,-1,-1,-1,0
463,TRAIN_0463,./train/TRAIN_0463.mp4,0,0,-1,-1,-1,0
464,TRAIN_0464,./train/TRAIN_0464.mp4,0,0,-1,-1,-1,0
465,TRAIN_0465,./train/TRAIN_0465.mp4,1,1,1,0,0,1
466,TRAIN_0466,./train/TRAIN_0466.mp4,0,0,-1,-1,-1,0
467,TRAIN_0467,./train/TRAIN_0467.mp4,0,0,-1,-1,-1,0
468,TRAIN_0468,./train/TRAIN_0468.mp4,0,0,-1,-1,-1,0
469,TRAIN_0469,./train/TRAIN_0469.mp4,0,0,-1,-1,-1,0
470,TRAIN_0470,./train/TRAIN_0470.mp4,0,0,-1,-1,-1,0
471,TRAIN_0471,./train/TRAIN_0471.mp4,0,0,-1,-1,-1,0
472,TRAIN_0472,./train/TRAIN_0472.mp4,0,0,-1,-1,-1,0
473,TRAIN_0473,./train/TRAIN_0473.mp4,0,0,-1,-1,-1,0
474,TRAIN_0474,./train/TRAIN_0474.mp4,7,1,0,0,0,2
475,TRAIN_0475,./train/TRAIN_0475.mp4,0,0,-1,-1,-1,0
476,TRAIN_0476,./train/TRAIN_0476.mp4,0,0,-1,-1,-1,0
477,TRAIN_0477,./train/TRAIN_0477.mp4,0,0,-1,-1,-1,0
478,TRAIN_0478,./train/TRAIN_0478.mp4,0,0,-1,-1,-1,0
479,TRAIN_0479,./train/TRAIN_0479.mp4,0,0,-1,-1,-1,0
480,TRAIN_0480,./train/TRAIN_0480.mp4,1,1,1,0,0,1
481,TRAIN_0481,./train/TRAIN_0481.mp4,0,0,-1,-1,-1,0
482,TRAIN_0482,./train/TRAIN_0482.mp4,9,1,0,1,0,2
483,TRAIN_0483,./train/TRAIN_0483.mp4,0,0,-1,-1,-1,0
484,TRAIN_0484,./train/TRAIN_0484.mp4,0,0,-1,-1,-1,0
485,TRAIN_0485,./train/TRAIN_0485.mp4,0,0,-1,-1,-1,0
486,TRAIN_0486,./train/TRAIN_0486.mp4,0,0,-1,-1,-1,0
487,TRAIN_0487,./train/TRAIN_0487.mp4,7,1,0,0,0,2
488,TRAIN_0488,./train/TRAIN_0488.mp4,1,1,1,0,0,1
489,TRAIN_0489,./train/TRAIN_0489.mp4,0,0,-1,-1,-1,0
490,TRAIN_0490,./train/TRAIN_0490.mp4,0,0,-1,-1,-1,0
491,TRAIN_0491,./train/TRAIN_0491.mp4,0,0,-1,-1,-1,0
492,TRAIN_0492,./train/TRAIN_0492.mp4,1,1,1,0,0,1
493,TRAIN_0493,./train/TRAIN_0493.mp4,0,0,-1,-1,-1,0
494,TRAIN_0494,./train/TRAIN_0494.mp4,7,1,0,0,0,2
495,TRAIN_0495,./train/TRAIN_0495.mp4,7,1,0,0,0,2
496,TRAIN_0496,./train/TRAIN_0496.mp4,0,0,-1,-1,-1,0
497,TRAIN_0497,./train/TRAIN_0497.mp4,7,1,0,0,0,2
498,TRAIN_0498,./train/TRAIN_0498.mp4,0,0,-1,-1,-1,0
499,TRAIN_0499,./train/TRAIN_0499.mp4,0,0,-1,-1,-1,0
500,TRAIN_0500,./train/TRAIN_0500.mp4,3,1,1,1,0,1
501,TRAIN_0501,./train/TRAIN_0501.mp4,1,1,1,0,0,1
502,TRAIN_0502,./train/TRAIN_0502.mp4,0,0,-1,-1,-1,0
503,TRAIN_0503,./train/TRAIN_0503.mp4,0,0,-1,-1,-1,0
504,TRAIN_0504,./train/TRAIN_0504.mp4,0,0,-1,-1,-1,0
505,TRAIN_0505,./train/TRAIN_0505.mp4,7,1,0,0,0,2
506,TRAIN_0506,./train/TRAIN_0506.mp4,0,0,-1,-1,-1,0
507,TRAIN_0507,./train/TRAIN_0507.mp4,8,1,0,0,1,2
508,TRAIN_0508,./train/TRAIN_0508.mp4,0,0,-1,-1,-1,0
509,TRAIN_0509,./train/TRAIN_0509.mp4,0,0,-1,-1,-1,0
510,TRAIN_0510,./train/TRAIN_0510.mp4,0,0,-1,-1,-1,0
511,TRAIN_0511,./train/TRAIN_0511.mp4,0,0,-1,-1,-1,0
512,TRAIN_0512,./train/TRAIN_0512.mp4,0,0,-1,-1,-1,0
513,TRAIN_0513,./train/TRAIN_0513.mp4,0,0,-1,-1,-1,0
514,TRAIN_0514,./train/TRAIN_0514.mp4,0,0,-1,-1,-1,0
515,TRAIN_0515,./train/TRAIN_0515.mp4,0,0,-1,-1,-1,0
516,TRAIN_0516,./train/TRAIN_0516.mp4,0,0,-1,-1,-1,0
517,TRAIN_0517,./train/TRAIN_0517.mp4,1,1,1,0,0,1
518,TRAIN_0518,./train/TRAIN_0518.mp4,3,1,1,1,0,1
519,TRAIN_0519,./train/TRAIN_0519.mp4,3,1,1,1,0,1
520,TRAIN_0520,./train/TRAIN_0520.mp4,7,1,0,0,0,2
521,TRAIN_0521,./train/TRAIN_0521.mp4,1,1,1,0,0,1
522,TRAIN_0522,./train/TRAIN_0522.mp4,0,0,-1,-1,-1,0
523,TRAIN_0523,./train/TRAIN_0523.mp4,0,0,-1,-1,-1,0
524,TRAIN_0524,./train/TRAIN_0524.mp4,0,0,-1,-1,-1,0
525,TRAIN_0525,./train/TRAIN_0525.mp4,0,0,-1,-1,-1,0
526,TRAIN_0526,./train/TRAIN_0526.mp4,1,1,1,0,0,1
527,TRAIN_0527,./train/TRAIN_0527.mp4,0,0,-1,-1,-1,0
528,TRAIN_0528,./train/TRAIN_0528.mp4,7,1,0,0,0,2
529,TRAIN_0529,./train/TRAIN_0529.mp4,0,0,-1,-1,-1,0
530,TRAIN_0530,./train/TRAIN_0530.mp4,0,0,-1,-1,-1,0
531,TRAIN_0531,./train/TRAIN_0531.mp4,0,0,-1,-1,-1,0
532,TRAIN_0532,./train/TRAIN_0532.mp4,0,0,-1,-1,-1,0
533,TRAIN_0533,./train/TRAIN_0533.mp4,0,0,-1,-1,-1,0
534,TRAIN_0534,./train/TRAIN_0534.mp4,0,0,-1,-1,-1,0
535,TRAIN_0535,./train/TRAIN_0535.mp4,0,0,-1,-1,-1,0
536,TRAIN_0536,./train/TRAIN_0536.mp4,0,0,-1,-1,-1,0
537,TRAIN_0537,./train/TRAIN_0537.mp4,1,1,1,0,0,1
538,TRAIN_0538,./train/TRAIN_0538.mp4,0,0,-1,-1,-1,0
539,TRAIN_0539,./train/TRAIN_0539.mp4,0,0,-1,-1,-1,0
540,TRAIN_0540,./train/TRAIN_0540.mp4,0,0,-1,-1,-1,0
541,TRAIN_0541,./train/TRAIN_0541.mp4,0,0,-1,-1,-1,0
542,TRAIN_0542,./train/TRAIN_0542.mp4,0,0,-1,-1,-1,0
543,TRAIN_0543,./train/TRAIN_0543.mp4,0,0,-1,-1,-1,0
544,TRAIN_0544,./train/TRAIN_0544.mp4,0,0,-1,-1,-1,0
545,TRAIN_0545,./train/TRAIN_0545.mp4,7,1,0,0,0,2
546,TRAIN_0546,./train/TRAIN_0546.mp4,0,0,-1,-1,-1,0
547,TRAIN_0547,./train/TRAIN_0547.mp4,0,0,-1,-1,-1,0
548,TRAIN_0548,./train/TRAIN_0548.mp4,0,0,-1,-1,-1,0
549,TRAIN_0549,./train/TRAIN_0549.mp4,0,0,-1,-1,-1,0
550,TRAIN_0550,./train/TRAIN_0550.mp4,0,0,-1,-1,-1,0
551,TRAIN_0551,./train/TRAIN_0551.mp4,7,1,0,0,0,2
552,TRAIN_0552,./train/TRAIN_0552.mp4,0,0,-1,-1,-1,0
553,TRAIN_0553,./train/TRAIN_0553.mp4,7,1,0,0,0,2
554,TRAIN_0554,./train/TRAIN_0554.mp4,1,1,1,0,0,1
555,TRAIN_0555,./train/TRAIN_0555.mp4,0,0,-1,-1,-1,0
556,TRAIN_0556,./train/TRAIN_0556.mp4,5,1,1,2,0,1
557,TRAIN_0557,./train/TRAIN_0557.mp4,0,0,-1,-1,-1,0
558,TRAIN_0558,./train/TRAIN_0558.mp4,7,1,0,0,0,2
559,TRAIN_0559,./train/TRAIN_0559.mp4,3,1,1,1,0,1
560,TRAIN_0560,./train/TRAIN_0560.mp4,0,0,-1,-1,-1,0
561,TRAIN_0561,./train/TRAIN_0561.mp4,0,0,-1,-1,-1,0
562,TRAIN_0562,./train/TRAIN_0562.mp4,0,0,-1,-1,-1,0
563,TRAIN_0563,./train/TRAIN_0563.mp4,7,1,0,0,0,2
564,TRAIN_0564,./train/TRAIN_0564.mp4,0,0,-1,-1,-1,0
565,TRAIN_0565,./train/TRAIN_0565.mp4,0,0,-1,-1,-1,0
566,TRAIN_0566,./train/TRAIN_0566.mp4,0,0,-1,-1,-1,0
567,TRAIN_0567,./train/TRAIN_0567.mp4,0,0,-1,-1,-1,0
568,TRAIN_0568,./train/TRAIN_0568.mp4,0,0,-1,-1,-1,0
569,TRAIN_0569,./train/TRAIN_0569.mp4,1,1,1,0,0,1
570,TRAIN_0570,./train/TRAIN_0570.mp4,0,0,-1,-1,-1,0
571,TRAIN_0571,./train/TRAIN_0571.mp4,7,1,0,0,0,2
572,TRAIN_0572,./train/TRAIN_0572.mp4,7,1,0,0,0,2
573,TRAIN_0573,./train/TRAIN_0573.mp4,0,0,-1,-1,-1,0
574,TRAIN_0574,./train/TRAIN_0574.mp4,0,0,-1,-1,-1,0
575,TRAIN_0575,./train/TRAIN_0575.mp4,0,0,-1,-1,-1,0
576,TRAIN_0576,./train/TRAIN_0576.mp4,2,1,1,0,1,1
577,TRAIN_0577,./train/TRAIN_0577.mp4,2,1,1,0,1,1
578,TRAIN_0578,./train/TRAIN_0578.mp4,1,1,1,0,0,1
579,TRAIN_0579,./train/TRAIN_0579.mp4,0,0,-1,-1,-1,0
580,TRAIN_0580,./train/TRAIN_0580.mp4,0,0,-1,-1,-1,0
581,TRAIN_0581,./train/TRAIN_0581.mp4,0,0,-1,-1,-1,0
582,TRAIN_0582,./train/TRAIN_0582.mp4,0,0,-1,-1,-1,0
583,TRAIN_0583,./train/TRAIN_0583.mp4,0,0,-1,-1,-1,0
584,TRAIN_0584,./train/TRAIN_0584.mp4,0,0,-1,-1,-1,0
585,TRAIN_0585,./train/TRAIN_0585.mp4,0,0,-1,-1,-1,0
586,TRAIN_0586,./train/TRAIN_0586.mp4,0,0,-1,-1,-1,0
587,TRAIN_0587,./train/TRAIN_0587.mp4,1,1,1,0,0,1
588,TRAIN_0588,./train/TRAIN_0588.mp4,2,1,1,0,1,1
589,TRAIN_0589,./train/TRAIN_0589.mp4,0,0,-1,-1,-1,0
590,TRAIN_0590,./train/TRAIN_0590.mp4,9,1,0,1,0,2
591,TRAIN_0591,./train/TRAIN_0591.mp4,0,0,-1,-1,-1,0
592,TRAIN_0592,./train/TRAIN_0592.mp4,0,0,-1,-1,-1,0
593,TRAIN_0593,./train/TRAIN_0593.mp4,0,0,-1,-1,-1,0
594,TRAIN_0594,./train/TRAIN_0594.mp4,1,1,1,0,0,1
595,TRAIN_0595,./train/TRAIN_0595.mp4,0,0,-1,-1,-1,0
596,TRAIN_0596,./train/TRAIN_0596.mp4,1,1,1,0,0,1
597,TRAIN_0597,./train/TRAIN_0597.mp4,7,1,0,0,0,2
598,TRAIN_0598,./train/TRAIN_0598.mp4,0,0,-1,-1,-1,0
599,TRAIN_0599,./train/TRAIN_0599.mp4,7,1,0,0,0,2
600,TRAIN_0600,./train/TRAIN_0600.mp4,0,0,-1,-1,-1,0
601,TRAIN_0601,./train/TRAIN_0601.mp4,0,0,-1,-1,-1,0
602,TRAIN_0602,./train/TRAIN_0602.mp4,7,1,0,0,0,2
603,TRAIN_0603,./train/TRAIN_0603.mp4,0,0,-1,-1,-1,0
604,TRAIN_0604,./train/TRAIN_0604.mp4,0,0,-1,-1,-1,0
605,TRAIN_0605,./train/TRAIN_0605.mp4,0,0,-1,-1,-1,0
606,TRAIN_0606,./train/TRAIN_0606.mp4,4,1,1,1,1,1
607,TRAIN_0607,./train/TRAIN_0607.mp4,0,0,-1,-1,-1,0
608,TRAIN_0608,./train/TRAIN_0608.mp4,0,0,-1,-1,-1,0
609,TRAIN_0609,./train/TRAIN_0609.mp4,0,0,-1,-1,-1,0
610,TRAIN_0610,./train/TRAIN_0610.mp4,0,0,-1,-1,-1,0
611,TRAIN_0611,./train/TRAIN_0611.mp4,0,0,-1,-1,-1,0
612,TRAIN_0612,./train/TRAIN_0612.mp4,0,0,-1,-1,-1,0
613,TRAIN_0613,./train/TRAIN_0613.mp4,0,0,-1,-1,-1,0
614,TRAIN_0614,./train/TRAIN_0614.mp4,0,0,-1,-1,-1,0
615,TRAIN_0615,./train/TRAIN_0615.mp4,0,0,-1,-1,-1,0
616,TRAIN_0616,./train/TRAIN_0616.mp4,0,0,-1,-1,-1,0
617,TRAIN_0617,./train/TRAIN_0617.mp4,8,1,0,0,1,2
618,TRAIN_0618,./train/TRAIN_0618.mp4,0,0,-1,-1,-1,0
619,TRAIN_0619,./train/TRAIN_0619.mp4,0,0,-1,-1,-1,0
620,TRAIN_0620,./train/TRAIN_0620.mp4,1,1,1,0,0,1
621,TRAIN_0621,./train/TRAIN_0621.mp4,7,1,0,0,0,2
622,TRAIN_0622,./train/TRAIN_0622.mp4,0,0,-1,-1,-1,0
623,TRAIN_0623,./train/TRAIN_0623.mp4,1,1,1,0,0,1
624,TRAIN_0624,./train/TRAIN_0624.mp4,1,1,1,0,0,1
625,TRAIN_0625,./train/TRAIN_0625.mp4,10,1,0,1,1,2
626,TRAIN_0626,./train/TRAIN_0626.mp4,0,0,-1,-1,-1,0
627,TRAIN_0627,./train/TRAIN_0627.mp4,0,0,-1,-1,-1,0
628,TRAIN_0628,./train/TRAIN_0628.mp4,7,1,0,0,0,2
629,TRAIN_0629,./train/TRAIN_0629.mp4,0,0,-1,-1,-1,0
630,TRAIN_0630,./train/TRAIN_0630.mp4,2,1,1,0,1,1
631,TRAIN_0631,./train/TRAIN_0631.mp4,7,1,0,0,0,2
632,TRAIN_0632,./train/TRAIN_0632.mp4,3,1,1,1,0,1
633,TRAIN_0633,./train/TRAIN_0633.mp4,0,0,-1,-1,-1,0
634,TRAIN_0634,./train/TRAIN_0634.mp4,0,0,-1,-1,-1,0
635,TRAIN_0635,./train/TRAIN_0635.mp4,0,0,-1,-1,-1,0
636,TRAIN_0636,./train/TRAIN_0636.mp4,7,1,0,0,0,2
637,TRAIN_0637,./train/TRAIN_0637.mp4,0,0,-1,-1,-1,0
638,TRAIN_0638,./train/TRAIN_0638.mp4,0,0,-1,-1,-1,0
639,TRAIN_0639,./train/TRAIN_0639.mp4,3,1,1,1,0,1
640,TRAIN_0640,./train/TRAIN_0640.mp4,0,0,-1,-1,-1,0
641,TRAIN_0641,./train/TRAIN_0641.mp4,0,0,-1,-1,-1,0
642,TRAIN_0642,./train/TRAIN_0642.mp4,0,0,-1,-1,-1,0
643,TRAIN_0643,./train/TRAIN_0643.mp4,0,0,-1,-1,-1,0
644,TRAIN_0644,./train/TRAIN_0644.mp4,1,1,1,0,0,1
645,TRAIN_0645,./train/TRAIN_0645.mp4,7,1,0,0,0,2
646,TRAIN_0646,./train/TRAIN_0646.mp4,0,0,-1,-1,-1,0
647,TRAIN_0647,./train/TRAIN_0647.mp4,0,0,-1,-1,-1,0
648,TRAIN_0648,./train/TRAIN_0648.mp4,7,1,0,0,0,2
649,TRAIN_0649,./train/TRAIN_0649.mp4,0,0,-1,-1,-1,0
650,TRAIN_0650,./train/TRAIN_0650.mp4,0,0,-1,-1,-1,0
651,TRAIN_0651,./train/TRAIN_0651.mp4,0,0,-1,-1,-1,0
652,TRAIN_0652,./train/TRAIN_0652.mp4,1,1,1,0,0,1
653,TRAIN_0653,./train/TRAIN_0653.mp4,1,1,1,0,0,1
654,TRAIN_0654,./train/TRAIN_0654.mp4,0,0,-1,-1,-1,0
655,TRAIN_0655,./train/TRAIN_0655.mp4,0,0,-1,-1,-1,0
656,TRAIN_0656,./train/TRAIN_0656.mp4,0,0,-1,-1,-1,0
657,TRAIN_0657,./train/TRAIN_0657.mp4,11,1,0,2,0,2
658,TRAIN_0658,./train/TRAIN_0658.mp4,0,0,-1,-1,-1,0
659,TRAIN_0659,./train/TRAIN_0659.mp4,0,0,-1,-1,-1,0
660,TRAIN_0660,./train/TRAIN_0660.mp4,0,0,-1,-1,-1,0
661,TRAIN_0661,./train/TRAIN_0661.mp4,0,0,-1,-1,-1,0
662,TRAIN_0662,./train/TRAIN_0662.mp4,1,1,1,0,0,1
663,TRAIN_0663,./train/TRAIN_0663.mp4,0,0,-1,-1,-1,0
664,TRAIN_0664,./train/TRAIN_0664.mp4,0,0,-1,-1,-1,0
665,TRAIN_0665,./train/TRAIN_0665.mp4,7,1,0,0,0,2
666,TRAIN_0666,./train/TRAIN_0666.mp4,0,0,-1,-1,-1,0
667,TRAIN_0667,./train/TRAIN_0667.mp4,7,1,0,0,0,2
668,TRAIN_0668,./train/TRAIN_0668.mp4,7,1,0,0,0,2
669,TRAIN_0669,./train/TRAIN_0669.mp4,0,0,-1,-1,-1,0
670,TRAIN_0670,./train/TRAIN_0670.mp4,0,0,-1,-1,-1,0
671,TRAIN_0671,./train/TRAIN_0671.mp4,0,0,-1,-1,-1,0
672,TRAIN_0672,./train/TRAIN_0672.mp4,0,0,-1,-1,-1,0
673,TRAIN_0673,./train/TRAIN_0673.mp4,0,0,-1,-1,-1,0
674,TRAIN_0674,./train/TRAIN_0674.mp4,3,1,1,1,0,1
675,TRAIN_0675,./train/TRAIN_0675.mp4,0,0,-1,-1,-1,0
676,TRAIN_0676,./train/TRAIN_0676.mp4,0,0,-1,-1,-1,0
677,TRAIN_0677,./train/TRAIN_0677.mp4,0,0,-1,-1,-1,0
678,TRAIN_0678,./train/TRAIN_0678.mp4,0,0,-1,-1,-1,0
